support,itemsets
0.33506493506493507,AWC Logo Cap
0.3142857142857143,"Long-Sleeve Logo Jersey, L"
0.2909090909090909,"AWC Logo Cap; Long-Sleeve Logo Jersey, L"
0.2597402597402597,"Sport-100 Helmet, Blue"
0.24415584415584415,"Sport-100 Helmet, Black"
0.22597402597402597,"Long-Sleeve Logo Jersey, L; Sport-100 Helmet, Blue"
0.22077922077922077,"Sport-100 Helmet, Blue; Sport-100 Helmet, Black"
0.22077922077922077,"AWC Logo Cap; Sport-100 Helmet, Blue"
0.21818181818181817,"Sport-100 Helmet, Red"
0.21558441558441557,"AWC Logo Cap; Sport-100 Helmet, Black"
0.21558441558441557,"Long-Sleeve Logo Jersey, L; Sport-100 Helmet, Black"
0.21298701298701297,"AWC Logo Cap; Long-Sleeve Logo Jersey, L; Sport-100 Helmet, Blue"
0.21038961038961038,"Road-650 Red, 60"
0.2051948051948052,"AWC Logo Cap; Long-Sleeve Logo Jersey, L; Sport-100 Helmet, Black"
0.2051948051948052,"Sport-100 Helmet, Blue; Sport-100 Helmet, Red"
0.2051948051948052,"Long-Sleeve Logo Jersey, L; Sport-100 Helmet, Red"
0.2051948051948052,"Long-Sleeve Logo Jersey, L; Sport-100 Helmet, Blue; Sport-100 Helmet, Black"
0.2025974025974026,"Road-650 Red, 44"
0.2025974025974026,"Sport-100 Helmet, Blue; Long-Sleeve Logo Jersey, L; Sport-100 Helmet, Red"
0.2025974025974026,"AWC Logo Cap; Sport-100 Helmet, Blue; Sport-100 Helmet, Black"
0.2,"Long-Sleeve Logo Jersey, M"
0.1974025974025974,"AWC Logo Cap; Sport-100 Helmet, Red"
0.1974025974025974,"Sport-100 Helmet, Red; Sport-100 Helmet, Black"
0.19480519480519481,"AWC Logo Cap; Long-Sleeve Logo Jersey, L; Sport-100 Helmet, Blue; Sport-100 Helmet, Black"
0.19220779220779222,"Long-Sleeve Logo Jersey, L; Sport-100 Helmet, Red; Sport-100 Helmet, Black"
0.19220779220779222,"AWC Logo Cap; Long-Sleeve Logo Jersey, L; Sport-100 Helmet, Red"
0.19220779220779222,"AWC Logo Cap; Sport-100 Helmet, Red; Sport-100 Helmet, Blue"
0.19220779220779222,"Sport-100 Helmet, Blue; Sport-100 Helmet, Red; Sport-100 Helmet, Black"
0.18961038961038962,"AWC Logo Cap; Long-Sleeve Logo Jersey, L; Sport-100 Helmet, Red; Sport-100 Helmet, Blue"
0.18961038961038962,"Sport-100 Helmet, Blue; Long-Sleeve Logo Jersey, L; Sport-100 Helmet, Red; Sport-100 Helmet, Black"
0.18701298701298702,"AWC Logo Cap; Sport-100 Helmet, Red; Sport-100 Helmet, Black"
0.18441558441558442,"Road-650 Black, 58"
0.18441558441558442,"Road-650 Black, 52"
0.18181818181818182,"AWC Logo Cap; Sport-100 Helmet, Blue; Sport-100 Helmet, Red; Sport-100 Helmet, Black"
0.18181818181818182,"Road-650 Red, 48"
