support,itemsets,length
0.026465028355387523,frozenset({'AWC Logo Cap'}),1
0.014744801512287334,frozenset({'Bike Wash - Dissolver'}),1
0.011720226843100189,"frozenset({'Classic Vest, M'})",1
0.02570888468809074,"frozenset({'Classic Vest, S'})",1
0.01550094517958412,"frozenset({'Full-Finger Gloves, L'})",1
0.011342155009451797,"frozenset({'Full-Finger Gloves, M'})",1
0.038185255198487714,"frozenset({'Half-Finger Gloves, L'})",1
0.011720226843100189,"frozenset({'Half-Finger Gloves, M'})",1
0.013988657844990548,frozenset({'Hitch Rack - 4-Bike'}),1
0.013232514177693762,frozenset({'Hydration Pack - 70 oz.'}),1
0.026843100189035917,"frozenset({'Long-Sleeve Logo Jersey, L'})",1
0.01058601134215501,"frozenset({'Long-Sleeve Logo Jersey, M'})",1
0.03100189035916824,"frozenset({'Long-Sleeve Logo Jersey, XL'})",1
0.11001890359168243,"frozenset({'Mountain-200 Black, 46'})",1
0.062381852551984876,"frozenset({'Mountain-200 Silver, 38'})",1
0.05066162570888469,"frozenset({'Mountain-200 Silver, 46'})",1
0.01058601134215501,"frozenset({'Mountain-400-W Silver, 46'})",1
0.31909262759924384,frozenset({'Patch Kit/8 Patches'}),1
0.01285444234404537,"frozenset({'Racing Socks, L'})",1
0.019281663516068054,"frozenset({'Racing Socks, M'})",1
0.01625708884688091,"frozenset({'Road-250 Black, 44'})",1
0.06162570888468809,"frozenset({'Road-250 Red, 48'})",1
0.01285444234404537,"frozenset({'Road-550-W Yellow, 38'})",1
0.0166351606805293,"frozenset({'Road-550-W Yellow, 40'})",1
0.040831758034026465,"frozenset({'Road-750 Black, 52'})",1
0.013610586011342156,"frozenset({'Short-Sleeve Classic Jersey, L'})",1
0.019659735349716444,"frozenset({'Short-Sleeve Classic Jersey, XL'})",1
0.018147448015122872,"frozenset({'Sport-100 Helmet, Black'})",1
0.01776937618147448,"frozenset({'Sport-100 Helmet, Blue'})",1
0.013610586011342156,"frozenset({'Sport-100 Helmet, Red'})",1
0.01285444234404537,frozenset({'Water Bottle - 30 oz.'}),1
0.013988657844990548,"frozenset({""Women's Mountain Shorts, L""})",1
0.015122873345935728,"frozenset({""Women's Mountain Shorts, S""})",1
