antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
"frozenset({'Mountain-500 Silver, 48'})","frozenset({'Mountain-500 Silver, 42'})",0.5806451612903226,0.5967741935483871,0.46774193548387094,0.8055555555555555,1.3498498498498497,0.12122788761706549,2.073732718894008,0.6180371352785143
"frozenset({'Mountain-500 Silver, 42'})","frozenset({'Mountain-500 Silver, 48'})",0.5967741935483871,0.5806451612903226,0.46774193548387094,0.7837837837837837,1.3498498498498495,0.12122788761706549,1.9395161290322567,0.642758620689655
"frozenset({'Mountain-500 Silver, 42'})","frozenset({'Mountain-500 Silver, 52'})",0.5967741935483871,0.6129032258064516,0.41935483870967744,0.7027027027027027,1.1465149359886202,0.05359001040582728,1.3020527859237538,0.31692307692307703
"frozenset({'Mountain-500 Silver, 52'})","frozenset({'Mountain-500 Silver, 42'})",0.6129032258064516,0.5967741935483871,0.41935483870967744,0.6842105263157895,1.1465149359886202,0.05359001040582728,1.2768817204301075,0.33012820512820523
"frozenset({'Mountain-500 Silver, 48'})","frozenset({'Mountain-500 Silver, 52'})",0.5806451612903226,0.6129032258064516,0.4032258064516129,0.6944444444444443,1.1330409356725144,0.04734651404786677,1.2668621700879759,0.27999999999999986
"frozenset({'Mountain-500 Silver, 52'})","frozenset({'Mountain-500 Silver, 48'})",0.6129032258064516,0.5806451612903226,0.4032258064516129,0.6578947368421052,1.1330409356725144,0.04734651404786677,1.2258064516129028,0.3033333333333331
"frozenset({'Mountain-500 Silver, 48', 'Mountain-500 Silver, 52'})","frozenset({'Mountain-500 Silver, 42'})",0.4032258064516129,0.5967741935483871,0.3709677419354839,0.92,1.5416216216216216,0.13033298647242456,5.040322580645164,0.5887191539365452
"frozenset({'Mountain-500 Silver, 52', 'Mountain-500 Silver, 42'})","frozenset({'Mountain-500 Silver, 48'})",0.41935483870967744,0.5806451612903226,0.3709677419354839,0.8846153846153846,1.5235042735042734,0.127471383975026,3.634408602150536,0.5917874396135265
"frozenset({'Mountain-500 Silver, 48', 'Mountain-500 Silver, 42'})","frozenset({'Mountain-500 Silver, 52'})",0.46774193548387094,0.6129032258064516,0.3709677419354839,0.7931034482758621,1.294010889292196,0.08428720083246621,1.870967741935484,0.42687747035573137
"frozenset({'Mountain-500 Silver, 48'})","frozenset({'Mountain-500 Silver, 52', 'Mountain-500 Silver, 42'})",0.5806451612903226,0.41935483870967744,0.3709677419354839,0.6388888888888888,1.5235042735042734,0.127471383975026,1.6079404466501237,0.8193979933110367
