support,itemsets
0.2786885245901639,"Long-Sleeve Logo Jersey, L"
0.27049180327868855,AWC Logo Cap
0.26229508196721313,"AWC Logo Cap; Long-Sleeve Logo Jersey, L"
0.26229508196721313,"Sport-100 Helmet, Black"
0.2540983606557377,"Sport-100 Helmet, Red"
0.22950819672131148,"Sport-100 Helmet, Blue"
0.22131147540983606,"Long-Sleeve Logo Jersey, L; Sport-100 Helmet, Black"
0.22131147540983606,"AWC Logo Cap; Sport-100 Helmet, Red"
0.22131147540983606,"AWC Logo Cap; Sport-100 Helmet, Black"
0.22131147540983606,"AWC Logo Cap; Long-Sleeve Logo Jersey, L; Sport-100 Helmet, Black"
0.21311475409836064,"AWC Logo Cap; Long-Sleeve Logo Jersey, L; Sport-100 Helmet, Red"
0.21311475409836064,"AWC Logo Cap; Sport-100 Helmet, Red; Sport-100 Helmet, Black"
0.21311475409836064,"Sport-100 Helmet, Red; Sport-100 Helmet, Black"
0.21311475409836064,"AWC Logo Cap; Long-Sleeve Logo Jersey, L; Sport-100 Helmet, Red; Sport-100 Helmet, Black"
0.21311475409836064,"Long-Sleeve Logo Jersey, L; Sport-100 Helmet, Red"
0.21311475409836064,"Long-Sleeve Logo Jersey, L; Sport-100 Helmet, Red; Sport-100 Helmet, Black"
0.21311475409836064,"AWC Logo Cap; Sport-100 Helmet, Blue"
0.20491803278688525,"AWC Logo Cap; Sport-100 Helmet, Blue; Sport-100 Helmet, Black"
0.20491803278688525,"Long-Sleeve Logo Jersey, L; Sport-100 Helmet, Blue; Sport-100 Helmet, Black"
0.20491803278688525,"AWC Logo Cap; Long-Sleeve Logo Jersey, L; Sport-100 Helmet, Blue"
0.20491803278688525,"AWC Logo Cap; Long-Sleeve Logo Jersey, L; Sport-100 Helmet, Blue; Sport-100 Helmet, Black"
0.20491803278688525,"AWC Logo Cap; Sport-100 Helmet, Red; Sport-100 Helmet, Blue"
0.20491803278688525,"Long-Sleeve Logo Jersey, L; Sport-100 Helmet, Blue"
0.20491803278688525,"Sport-100 Helmet, Red; Sport-100 Helmet, Blue"
0.20491803278688525,"Sport-100 Helmet, Blue; Sport-100 Helmet, Black"
0.19672131147540983,"Sport-100 Helmet, Red; Sport-100 Helmet, Blue; Sport-100 Helmet, Black"
0.19672131147540983,"AWC Logo Cap; Sport-100 Helmet, Blue; Long-Sleeve Logo Jersey, L; Sport-100 Helmet, Red; Sport-100 Helmet, Black"
0.19672131147540983,"Sport-100 Helmet, Red; Long-Sleeve Logo Jersey, L; Sport-100 Helmet, Blue"
0.19672131147540983,"AWC Logo Cap; Sport-100 Helmet, Red; Long-Sleeve Logo Jersey, L; Sport-100 Helmet, Blue"
0.19672131147540983,"Long-Sleeve Logo Jersey, M"
0.19672131147540983,"AWC Logo Cap; Sport-100 Helmet, Red; Sport-100 Helmet, Blue; Sport-100 Helmet, Black"
0.19672131147540983,"Sport-100 Helmet, Red; Long-Sleeve Logo Jersey, L; Sport-100 Helmet, Blue; Sport-100 Helmet, Black"
0.1885245901639344,"LL Road Frame - Black, 52"
0.1557377049180328,"AWC Logo Cap; Long-Sleeve Logo Jersey, M"
